id,universitySlug,nameFa,iscCategory,iscRank,dimension,status,reportedStatus,publicationAdjustment,reviewOutcome,reviewedAt,sourceCount,sourceKinds,sourceUrls,verificationBasis,missingDataRule
hormozgan:informationTechnology,hormozgan,دانشگاه هرمزگان,جامع,42,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
hormozgan:systemsServices,hormozgan,دانشگاه هرمزگان,جامع,42,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
hormozgan:documentsRegulations,hormozgan,دانشگاه هرمزگان,جامع,42,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tafresh:portalIdentity,tafresh,دانشگاه تفرش,جامع,44,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tafresh:organization,tafresh,دانشگاه تفرش,جامع,44,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tafresh:libraryDocuments,tafresh,دانشگاه تفرش,جامع,44,libraryDocuments,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tafresh:laboratories,tafresh,دانشگاه تفرش,جامع,44,laboratories,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tafresh:industryTechnology,tafresh,دانشگاه تفرش,جامع,44,industryTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tafresh:informationTechnology,tafresh,دانشگاه تفرش,جامع,44,informationTechnology,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tafresh:systemsServices,tafresh,دانشگاه تفرش,جامع,44,systemsServices,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
tafresh:documentsRegulations,tafresh,دانشگاه تفرش,جامع,44,documentsRegulations,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ardakan:portalIdentity,ardakan,دانشگاه اردکان,جامع,44,portalIdentity,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ardakan:organization,ardakan,دانشگاه اردکان,جامع,44,organization,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ardakan:libraryDocuments,ardakan,دانشگاه اردکان,جامع,44,libraryDocuments,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ardakan:laboratories,ardakan,دانشگاه اردکان,جامع,44,laboratories,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ardakan:industryTechnology,ardakan,دانشگاه اردکان,جامع,44,industryTechnology,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ardakan:informationTechnology,ardakan,دانشگاه اردکان,جامع,44,informationTechnology,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ardakan:systemsServices,ardakan,دانشگاه اردکان,جامع,44,systemsServices,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ardakan:documentsRegulations,ardakan,دانشگاه اردکان,جامع,44,documentsRegulations,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
fasa:portalIdentity,fasa,دانشگاه فسا,جامع,46,portalIdentity,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
fasa:organization,fasa,دانشگاه فسا,جامع,46,organization,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
fasa:libraryDocuments,fasa,دانشگاه فسا,جامع,46,libraryDocuments,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
fasa:laboratories,fasa,دانشگاه فسا,جامع,46,laboratories,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
fasa:industryTechnology,fasa,دانشگاه فسا,جامع,46,industryTechnology,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
fasa:informationTechnology,fasa,دانشگاه فسا,جامع,46,informationTechnology,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
fasa:systemsServices,fasa,دانشگاه فسا,جامع,46,systemsServices,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
fasa:documentsRegulations,fasa,دانشگاه فسا,جامع,46,documentsRegulations,unresolved,restricted,Downgraded because no official attempted URL was registered for the restricted-access claim.,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ayatollah-borujerdi:portalIdentity,ayatollah-borujerdi,دانشگاه آیت الله العظمی بروجردی (ره),جامع,46,portalIdentity,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
ayatollah-borujerdi:organization,ayatollah-borujerdi,دانشگاه آیت الله العظمی بروجردی (ره),جامع,46,organization,unresolved,unresolved,,no-public-evidence-resolved,2026-08-10,0,,,No sufficient public evidence was resolved in this snapshot; this is not proof of absence.,Unresolved is not absence and is never automatically scored as zero.
